תאריך,סטטוס,מוסד לימודי,תחום,תפקיד,חברה,ניסיון,משכורת,סוג תשלום,הערות,רכב
9/24/2020 12:39,סטודנט/ית,מכללת סמי שמעון,תעשייה מסורתית,תפעול וייצור,אלתא,1,42,שעתי,קרן השתלמות מעולה,לא
9/24/2020 14:22,בוגר/ת,מכללת סמי שמעון,תעשייה מסורתית,תפעול וייצור,כיל,2+,11000,גלובלי,,לא
9/24/2020 16:40,בוגר/ת,מכללת סמי שמעון,הייטק,Product manager,,2+,20000,גלובלי,"קרן השתלמות, כל 6 חודשים בונוס, מחלה מיום הראשון, 22 ימי חופש בשנה",לא
10/20/2020 14:53,סטודנט/ית,מכללת סמי שמעון,תעשייה מסורתית,"ניהול פרוייקטים,  PMO",,1,8000,שעתי,,לא
11/21/2020 16:13,סטודנט/ית,מכללת סמי שמעון,תעשייה מסורתית,"ניתוח נתונים , הנדסת ארגון ושיטות",,1,35,שעתי,,לא
01/12/2021 09:27,סטודנט/ית,מכללת סמי שמעון,הייטק,QA,Britannica knowledge systems,1,12000,שעתי,אין,לא
01/12/2021 10:25,בוגר/ת,מכללת סמי שמעון,לוגיסטיקה,הנדסת ארגון ושיטות,,2+,11500,גלובלי,,לא
4/24/2021 14:10,בוגר/ת,מכללת סמי שמעון,Low tech,ניהול פרויקטים מערכות מידע,,2+,18,גלובלי,קרן השתלמות,לא
5/21/2021 10:35,סטודנט/ית,מכללת סמי שמעון,תעשייה מסורתית,"הנדסת ארגון ושיטות, ניתוח, עיצוב, איפיון והטמעה של מערכות מידע",,2+,10000,שעתי,,לא
6/15/2021 23:23,בוגר/ת,מכללת סמי שמעון,הייטק,ניתוח נתונים,,1,14000,גלובלי,,לא
01/05/2020 13:19,בוגר/ת,מכללת ספיר,תעשייה מסורתית,תפעול וייצור,smarTrike,2+,8400,גלובלי,לא,לא
12/09/2019 19:08,בוגר/ת,המכללה להנדסה ירושלים,הייטק,ניתוח נתונים,EXLibris,2+,12900,גלובלי,קרן השתלמות+קרן פנסיה מהיום הראשון. חופשת מחלה 100%מהיום השני. ביטוח בריאות לעובדים ולבני זוגם,לא
08/05/2019 07:25,בוגר/ת,מכללת רופין,חברת ייעוץ לניהול פרויקטים,"ניהול פרוייקטים,  PMO","אורנטק מערכות ניהוליות בע""מ",2+,15000,גלובלי,קרן השתלמות מהיום הראשון,לא
8/22/2019 19:49,סטודנט/ית,מכללת רופין,תעשייה מסורתית,"תפעול וייצור, פלנר",.,1,45,שעתי,קרן השתלמות מהשנה הבאה,לא
09/04/2019 23:23,בוגר/ת,מכללת רופין,תעשייה מסורתית,תפעול וייצור,Flex,2+,9100,שעתי,"החזרי דלק, חצי ש'ח לק""מ",לא
12/09/2019 21:11,בוגר/ת,מכללת רופין,תחום הפארמה,sales force - support and solutions,,1,8500,גלובלי,,לא
1/19/2020 10:36,בוגר/ת,מכללת רופין,תכנון רמזורים,"ניהול פרוייקטים,  PMO",,1,9200,גלובלי,אין,לא
5/27/2020 9:51,סטודנט/ית,מכללת רופין,תעשייה מסורתית,ייבוא ייצוא,Philips,1,45,שעתי,קרן השתלמות אחרי 7 חודשים,לא
06/10/2020 19:10,סטודנט/ית,מכללת רופין,הייטק,"ניהול פרוייקטים,  PMO",,1,38,שעתי,,לא
9/24/2020 11:58,בוגר/ת,מכללת רופין,מוסדות פיננסים וחברות ביטוח,יועץ מערכות מידע,פאהן קנה,1,7000,גלובלי,,לא
11/02/2020 22:27,בוגר/ת,מכללת רופין,מוסדות פיננסים וחברות ביטוח,ביקורת פנימית מבקר ויועץ מערכות מידע,פאהן קנה,1,7000,גלובלי,,לא
11/16/2020 16:41,סטודנט/ית,מכללת רופין,תעשייה מסורתית,"ניהול פרוייקטים,  PMO, תפעול וייצור",,2+,8000,גלובלי,,לא
11/16/2020 16:41,סטודנט/ית,מכללת רופין,תעשייה מסורתית,"ניהול פרוייקטים,  PMO, תפעול וייצור",,2+,8000,גלובלי,,לא
11/17/2020 13:06,בוגר/ת,מכללת רופין,תעשייה מסורתית,יבוא ויצוא,Philips healthcare,1,11000,גלובלי,"עובדת קבלן, קרן השתלמות אחרי 7 חודשים",לא
11/21/2020 15:42,סטודנט/ית,מכללת רופין,תעשייה מסורתית,"ניהול פרוייקטים,  PMO",אלקטרה,1,11000,גלובלי,,לא
01/12/2021 20:32,סטודנט/ית,מכללת רופין,הייטק,ניתוח נתונים,,1,40,שעתי,,
01/12/2021 20:32,בוגר/ת,מכללת רופין,הייטק,"ניהול פרוייקטים,  PMO, ניתוח, עיצוב, איפיון והטמעה של מערכות מידע",,1,8500,גלובלי,,לא
5/21/2021 10:35,סטודנט/ית,מכללת רופין,הייטק,ניתוח נתונים,,1,45,שעתי,,לא
5/21/2021 10:39,בוגר/ת,מכללת רופין,תעשייה מסורתית,תפעול וייצור,Prodalim Group,2+,17000,גלובלי,"קרן השתלמות, בונוס שנתי",לא
5/21/2021 10:40,בוגר/ת,מכללת רופין,תעשייה מסורתית,"ניהול פרוייקטים,  PMO",,2+,9600,שעתי,,לא
08/01/2019 16:38,סטודנט/ית,מכללת רופין,הייטק,IT,SEGMENT,1,7500,גלובלי,מה עם התשובות של האחרים,לא
08/01/2019 11:44,בוגר/ת,מכללת שנקר,תעשייה מסורתית,"רכש כ""א",חיל אויר,1,37,שעתי,מחפשת משרת ניתוח מערכות ג'וניור,
08/01/2019 12:53,בוגר/ת,מכללת שנקר,חברת ייעוץ,"ניהול פרוייקטים,  PMO, אנאליסט מחקר",Monfort Advisory,1,9500,גלובלי,"התחלתי כסטודנטית, לא ממש קשור ללימודים",לא
08/01/2019 19:21,בוגר/ת,מכללת שנקר,יבואני רכב,הנדסת ארגון ושיטות,אלבר,2+,12000,גלובלי,,כן
08/04/2019 21:19,בוגר/ת,מכללת שנקר,מוסדות פיננסים וחברות ביטוח,"ניהול פרוייקטים,  PMO, ניתוח נתונים , הנדסת ארגון ושיטות",אקסלנס ביוסיינס,2+,11000,גלובלי,קרן השתלמות אופציות תן ביס,לא
08/04/2019 21:50,סטודנט/ית,מכללת שנקר,תעשייה מסורתית,קניינית רכש ומנהלת ספקים,תעשייה אוירית,2+,4000,שעתי,משכורת 13,לא
8/14/2019 11:49,סטודנט/ית,מכללת שנקר,תעשייה מסורתית,הנדסת ארגון ושיטות,תעשייה אווירית,1,55,שעתי,,לא
8/14/2019 13:43,סטודנט/ית,מכללת שנקר,מוסדות פיננסים וחברות ביטוח,"ניהול פרוייקטים,  PMO",,1,37.5,שעתי,,לא
10/04/2019 18:49,בוגר/ת,מכללת שנקר,הייטק,Devops,,1,8000,שעתי,,לא
11/16/2019 20:50,בוגר/ת,מכללת שנקר,הייטק,ניתוח נתונים,,2+,14000,גלובלי,,לא
11/28/2019 10:47,סטודנט/ית,מכללת שנקר,תעשייה מסורתית,הבטחת איכות - הכשרה ותיקוף מערכות ותהליכים,שירותי בריאות כללית,1,9800,גלובלי,"קרן השתלמות, גמל, אחזקת רכב",לא
12/05/2019 20:32,בוגר/ת,מכללת שנקר,הייטק,"ניתוח, עיצוב, איפיון והטמעה של מערכות מידע, יישום מערכת אוטומציה",בינת תקשורת מחשבים,1,10000,גלובלי,קרן השתלמות,לא
12/09/2019 09:22,סטודנט/ית,מכללת שנקר,הייטק,"ניתוח, עיצוב, איפיון והטמעה של מערכות מידע",KPMG,1,12000,גלובלי,"קרן השתלמות, החזרי נסיעות 500 ברוטו בחודש",כן
12/09/2019 09:38,סטודנט/ית,מכללת שנקר,מוסד ממשלתי,"ניהול פרוייקטים,  PMO",יחידה צבאית,2+,6500,שעתי,"80 אחוז משרה, קרן השתלמות",לא
12/09/2019 12:58,סטודנט/ית,מכללת שנקר,הייטק,ניתוח נתונים,Sense,1,8200,שעתי,סיבוס 20,לא
12/09/2019 13:00,סטודנט/ית,מכללת שנקר,תעשייה מסורתית,תפעול וייצור,,2+,40,שעתי,,לא
12/09/2019 13:22,סטודנט/ית,מכללת שנקר,הייטק,"ניהול פרוייקטים,  PMO",,1,7000,שעתי,,
12/09/2019 13:51,סטודנט/ית,מכללת שנקר,תעשייה מסורתית,תכנון ובקרה,תעשייה אווירית,1,59.25,שעתי,,לא
12/10/2019 13:45,סטודנט/ית,מכללת שנקר,עבודה מזדמנת,שליחויות,,2+,4200,שעתי,,לא
12/11/2019 10:23,סטודנט/ית,מכללת שנקר,חברה פרטית קטנה,"ניהול פרוייקטים,  PMO, ייעוץ ניהולי ועסקי",,1,5500,שעתי,,לא
12/29/2019 16:10,סטודנט/ית,מכללת שנקר,הייטק,ניתוח נתונים,,1,45,שעתי,,לא
01/10/2020 11:46,סטודנט/ית,מכללת שנקר,הייטק,ניתוח נתונים,Dell,1,30,שעתי,,לא
1/19/2020 9:07,סטודנט/ית,מכללת שנקר,תעשייה מסורתית,רכש,Elbit,2+,5000,שעתי,יש מענקים כל שנה ומשכורת 13 לעובדי מפעל אבל לא לסטודנטים,לא
1/21/2020 10:34,סטודנט/ית,מכללת שנקר,הייטק,ניתוח נתונים,,1,10000,שעתי,,לא
05/02/2020 15:59,בוגר/ת,מכללת שנקר,מוסדות פיננסים וחברות ביטוח,"ניהול פרוייקטים,  PMO, ניתוח, עיצוב, איפיון והטמעה של מערכות מידע",Bdo,1,8500,שעתי,,לא
05/02/2020 16:20,סטודנט/ית,מכללת שנקר,תעשייה מסורתית,רכש,תעשייה אווירית,2+,3700,שעתי,ארוחת צהריים והסעות,
05/03/2020 14:29,בוגר/ת,מכללת שנקר,תעשייה מסורתית,תפעול וייצור,,2+,8000,שעתי,,לא
05/07/2020 10:03,סטודנט/ית,מכללת שנקר,הייטק,"ניהול פרוייקטים,  PMO",,1,45,שעתי,קרן השתלמות,לא
06/10/2020 19:30,סטודנט/ית,מכללת שנקר,תעשייה מסורתית,רכש,אלביט אלאופ,2+,6000,שעתי,,לא
08/05/2020 11:41,בוגר/ת,מכללת שנקר,הייטק,"ניהול פרוייקטים,  PMO",,2+,12000,שעתי,,לא
08/05/2020 11:41,בוגר/ת,מכללת שנקר,הייטק,"ניהול פרוייקטים,  PMO",,2+,12000,שעתי,,לא
08/05/2020 11:47,סטודנט/ית,מכללת שנקר,הייטק,"הנדסת ארגון ושיטות, Devops, Operations/NOC",,1,11000,שעתי,"תןביס, חופשה שנתית, מתנות",לא
08/05/2020 11:52,בוגר/ת,מכללת שנקר,חברה פרטית,"ניהול פרוייקטים,  PMO",אשד ניהול נכסים,1,6000,שעתי,,לא
01/12/2021 09:09,בוגר/ת,מכללת שנקר,מוסדות פיננסים וחברות ביטוח,"ניתוח, עיצוב, איפיון והטמעה של מערכות מידע",,1,10500,גלובלי,קרן השתלמות,לא
5/21/2021 10:35,בוגר/ת,מכללת שנקר,אנרגיה מתחדשת,רכש,,2+,15000,גלובלי,,לא
5/21/2021 10:50,סטודנט/ית,מכללת שנקר,הייטק,NOC,,1,45,שעתי,כלום,לא
6/13/2021 12:55,בוגר/ת,מכללת שנקר,הייטק,"ניהול פרוייקטים,  PMO, הנדסת ארגון ושיטות",,2+,14500,גלובלי,"קרן השתלמות, אוכל בערך 1000 בחודש",לא
6/13/2021 12:55,סטודנט/ית,מכללת שנקר,מוסדות פיננסים וחברות ביטוח,ניתוח נתונים,G-STAT,1,10000,גלובלי,יש קרן השתלמות,לא
6/13/2021 13:01,סטודנט/ית,מכללת שנקר,הייטק,ניתוח נתונים,Ebay,1,15000,גלובלי,"קרן השתלמות, תן ביס",לא
6/13/2021 13:15,סטודנט/ית,מכללת שנקר,הייטק,"ניתוח, עיצוב, איפיון והטמעה של מערכות מידע",FBC,1,5000,שעתי,,לא
6/13/2021 14:07,סטודנט/ית,מכללת שנקר,הייטק,Noc,Radware,1,70,שעתי,יש קרן השתלמות אחרי חצי שנה בחברה,לא
6/13/2021 21:13,סטודנט/ית,מכללת שנקר,הייטק,תפעול וייצור,,1,9500,גלובלי,"משכורת 13, 14 + קרן השתלמות + ביטוח בריאות",לא
6/14/2021 9:41,סטודנט/ית,מכללת שנקר,תעשייה מסורתית,ניתוח נתונים,,1,4000,שעתי,חצי משרה,לא
6/15/2021 16:47,בוגר/ת,מכללת שנקר,חברת ecommerce,"ניהול פרוייקטים,  PMO",פאנקו,1,11000,שעתי,אין,לא
